,Unnamed: 0,saudi-line
9766,10056,وهوا يرفع عينه لعينها مره تانيه ويتكلم بارتباك انا انسان والانسان بطبعه ضعيف انا ما اقدر علي تواجدك القوي في حياتي وانتي بنت حلوه وكـل من يتمنـاكي وفيكي كل المواصفات اللي يتمناها اي انسان فما بالك بانسان زيي وحيــد ومحتاج للحنان والاهتماام من بعد فقد زوجته انا انحرمت من وحنانها وانتي جيتي فجئه وحليتي مكانها واعطيتي كل هالحنان اللي صار مايكف عن ذكر اسمك في كل لحظـه ماما سوت وماما فعلت هادا غير تواجدك في اي مكان اروح له انا ما اقدر علي كدا يابنت الناس لاتعذبيني الله يخليكي ولا اعذبـك خليكي بعيده عن حياتي وانا بكون مرتااح لاني وقتها مابخون ذكري زوجتي وحبيبه عمري
9767,10057,ا يش بقول عن اتفتت اتبخرت انعدمت من الحيـاه كلام كان له وقع قاسي عليهاا مره يبعدها عن حياته نقول معليــه من حقـه لكن عن لا مستحيـل
9768,10058,وهوا يشوف الدموع تنزل من عينها بهدوء سامحيني يا مو قصدي اجرحك بس انا حبيت اتكلم معاكي بصراحه
9769,10059,وهيا توقف والدموع تنزل من عيونها لاشعوريا تبعدني عن حياتك انا راضيه ومقدره لكن عن ليــه ليـه
9770,10060,وهوا يوقف وخايف علي حالها يابنت الحلال ولـدي وتواجدك في حياته يعني حيـاتي لاتخليني افسر ولا اقول اكتر انتي قريب بتتزوجي وبيكون عندك اولاد وبتفهمي شعوري قطعه مني فاذا استحليتي كل مشاعره كانك احتليتيني انا واناا ما ابغا هالشي لان موجود في كل ذره بكياني وارفض انه اي وحده غيرها تحتل اي شيء مني حتي لو كان جزء بسيط من تفكيري ومشاعري
9771,10061,ماعرفت ايش تقول الدموع صارت نهر جاري علي خدودها وصلت للحظه اللي كانت من زمان حاسـه انها بتوصل لها عرفت دحين وفهمت انها شغلت تفكير زي ماشغل تفكيررها ولو لمده معينه ودا الشي هيا كانت ماتبغاه لكن في نفس الوقت كانت تبغا تعرف عنه واذا كان مهتم لامرها ولالا لكن هالشي مايسوي قدام الذكري الاولي والاخيره في قلب هالاتنين واللي هما مخلصين لها بكل ما للكلمه من معني
9772,10062,بصوت يقطع القلب وبشهقه بين كل جمله والتانيه صح كلامك صح خلاص انا اوعدك بخرج من حياتك نهائيا اما بالنسبه فما اقدر احبس شعوري تجاه هالولد لانه احسه ولدي قبل مايكون ولدك لكن ححاول قد ما اقدر ابعد عنه وسكتت وطالعت في بكل حزن وكملت لكن خلي في بالك اني احرص علي ذكري في قلبي زيك ويمكن اكثر وتاكد اني مستحيل احل محلـها وانه مستحيل احد في الدنيا دي كلها يحل محلها وتاشر علي قلبها حيه في قلبي قبل ماتكون ماتت من هالحياه وانا انا اسفـه لو سببت لك اي ازعاج او احراج بس انا ابد ماكان ماكان قصدي وطلعت من الغرفه تجري وهيا تبكــي
9773,10063,بعــد كـم يـوم
9774,10064,ياربي حرام عليكي والله حرام لسه حستنا سنـه كمـان
9775,10065,حبيبي مو ماينفع انتا سفرك بعد اسبوع وانا طبعا مستحيل اجهز في هادي المـده الصغيره خلاص زي ماصبرت كل السنين اللي راحت اصبر سنـه كمـان
9776,10066,بقهرتقولي سنه كانه سنه قليله ايا القهر انا بموت من قهري وانتي ولا عليكي
9777,10067,بهدوء حبيبي خلينا نتفاهم بهدوء ايش بك معصب كدا
9778,10068,بصوت عالي عشان اانا احبك وبموت عشان تكوني معايا وانتي مايهمك الا نفسك
9779,10069,بدلع يعني دحين بالله انا ماهمني الا نفسي بالعكس لو فكرت فيها بالعقل بتفهم اني ابغا مصلحتنا احنا الاتنين يعني بالله ايت فرح دا اللي بنسويه في اسبوع ولا ايت جهاز اللي بتجهزه في اسبووع مره مايمدي
9780,10070,بعصبيه اقولك الفرح يا يكون بعد اسبوع ولا خلاص مو لازم يصير فرح ولاغيره وكل واحد مننا في طريق وقفل الخط في وجهها وهوا يزفر من القهر
9781,10071,والله دولا البنات اللي يمشي وراهم يضيع ماهمهم الا المظاهر خليني اشوف دحين كيف بتتصرف ست الحسن والجمال
9782,10073,بصدمه معقوله بدي السهوله يتخلي عنــي لالالا ما اصدق وقالت في نفسها ليش لا دا واحد مجنون وممكن اي شي في الدنيا يسويه ومسكت جوالها واتصلت علـي
9783,10074,اهلين هلا وغلا
9784,10077,زفــت ولله الحمد
9785,10078,خير عسي ماشرفيكي شي
9786,10079,بقهرر اخوكي
9787,10080,باستغراب اخويا
9788,10082,ايش به ايش سوي لك
9789,10083,والدموع تتجمع في عيونها يقولي يايصير الفرح بعد اسبوع ولا مافي فرح
9790,10084,بصدمه بالله قلك كدا
9791,10085,وهيا تبكي ايوه تخيلي يعني بالله انا ايش اسوي في عمري انتي عارفه اني مستحيل اجهز في وقت زي دا واله ما يمدي حرام عليه
9792,10086,ه والله انكم مجانين
9793,10087,بدهشه تضحكي انا ابكي وانتي تضحكي
9794,10088,ه ايوه طبعا عشان موضوع زي دا ممكن ينحل بينكم بسهوله ماله داعي كل هالزعل
9795,10089,بالله يعني انتي ماتعرفي اخوكي دا ماعنده تفاهم مره لازم يمشي اللي في راسـه
9796,10090,ه خلاص طيب انا بشوف الموضوع معاه وارد لك خبر
9797,10091,وهيا تمسح دموعها معليه بتعبك معايا
9798,10092,افا تعبك راحه ياقلبي
9799,10093,مشكوره
9800,10094,ماله داعي الشكر يالله قفلي خليني الحق اكلمه قبل مايقدم سفره ويسويه بكره مجنون هادا انا اعرفه
9801,10095,بخوف اف يسويها والله
9802,10096,يلا
9803,10097,واتصلت علي طول علي
9804,10098,وهوا يشوف اسم علي الجوال ه مسرع ماوصلها الخبر والله ماني راد عليها وخلي تمووت قهر اجل انا تسوي فيا كدا تقولي تعال كلم ابويا بعدين تقول لاما ابغا الفرح دحين خليها والله لجننها واعرفها مين
9805,10099,في الجهه التانيه ايش به دا مايرد لايكون شايف رقمي وخاصرني
9806,10100,كان قاعد في غرفته ومسدوح علي سريره وشايف جواله يدق باسم بس مايرد عليه وفجئه سمع التلفون يرن
9807,10101,وهوا يرفع السماعه بكسل
9808,10102,يالدب اوريك شايف رقمي وماترد عليا
9809,10103,بدهشه ه ه هادا انتي
9810,10104,ايوه ياقليل الحيا ليه ماترد علي اتصالاتي
9811,10105,بجديه لاني عارف الموضوع اللي حتتكلمي فيه وانا مو مستعد اناقش اي احد فيه
9812,10106,وبخبث وايش الموضوع اللي متاكد منه قد كدا وواثق اني حكلمك فيه
9813,10107,وهوا يقعد ويعتدل في جلسته موضوع الفرح طبعا
9814,10108,بتصنع فرحك قررت موعد الفرح ولاتقولي افا بس افا هادي اخرتها انا اختك الكبيره ولاتقولي شي عن الموضوع
9815,10109,استغرب معقوله تكون مو عارفه الموضوع واتصلت عشان شي تاني
9816,10110,باستغراب يعني انتي ماتعرفي عن الموضوع شي
9817,10111,ليه هوا صار شي في الموضوع
9818,10112,بحيره وبعدين معاكي اسالك وتردي عليا بسؤال
9819,10113,كتمت ضحكتها في قلبها وكملت لعبتها ايش بك معصب كدا هدي وي مايسوي عليك
9820,10114,حس انه بتلعب عليه يعرفها اخته ذكيه وتستخدم ذكائها في دي الحالات فقال اقوولك خلصيني ايش اللي عندك وسيبيكي من موضوعي
9821,10115,ام انا بس كنت ابغا اطمئن عليك واسالك عن موعد سفرك اذا غيرته ولالا
9822,10116,وهوا عارف انها بتكذب انا بخير وسفري بعد اسبوع ما اتغيرر
9823,10117,بالله طيب الله يوفقك ويعينك
